"site","chamber","collect_date","pwsw","inout","location","temp.degC ","cond.mscm ","salinity","ph","cust_sample_id","ALKA.mgL ","CL.mglCaCO3","DOC.mgL","LPH","NH4.mgL","NOX","SO4.mgl","TDN.mgl","trt","mean.salinity","srp.um.l","tdp.um.l","srp.ppb","tdp.ppb","deepsulfide.mm","shallowsulfide.mm","datesulfide"
"FW",9,2015-04-16,"PW","in","FW-P-9",35.45,1.229,0.6,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",16,2015-04-16,"PW","in","FW-P-16",37.7,7.64,4.14,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"FW",2,2015-05-14,"PW","in","FW-P-2",31.168,0.639,0.308,6.873,"P77866-1",148,82.8,21.5,6.99,0.096,NA,6.4,0.871,"control",NA,"0.038","0.379","1.177","11.738",NA,NA,NA
"FW",3,2015-05-14,"PW","in","FW-P-3",31.422,0.652,0.312,7.018,"P77866-2",179,76.8,69.8,7.25,0.103,NA,10.5,0.794,"control",NA,"0.110","0.415","3.407","12.853",NA,NA,NA
"FW",6,2015-05-14,"PW","in","FW-P-6",31.697,0.709,0.34,7.093,"P77866-3",199,81.7,21.4,7.25,0.141,NA,12.6,0.843,"control",NA,"0.061","0.242","1.889","7.495",NA,NA,NA
"FW",8,2015-05-14,"PW","in","FW-P-8",29.568,0.659,0.318,6.942,"P77866-4",177,76,26.2,7.41,0.091,NA,13.3,0.741,"control",NA,"0.062","0.266","1.920","8.238",NA,NA,NA
"FW",9,2015-05-14,"PW","in","FW-P-9",27.84,0.654,0.315,6.775,"P77866-5",182,75.2,24.4,7.28,0.035,NA,3.4,0.808,"control",NA,"0.159","0.492","4.924","15.237",NA,NA,NA
"FW",10,2015-05-14,"PW","in","FW-P-10",29.17,0.637,0.305,6.877,"P77866-6",170,71.8,43.6,6.93,0.05,NA,3,0.885,"control",NA,"0.086","0.325","2.663","10.065",NA,NA,NA
"FW",11,2015-05-14,"PW","in","FW-P-11",31.867,7.735,4.243,6.73,"P77866-7",200,2465,29.7,7.25,0.253,NA,337,0.995,"treatment",NA,"0.143","0.372","4.429","11.521",NA,NA,NA
"FW",12,2015-05-14,"PW","in","FW-P-12",32.56,6.585,3.558,6.822,"P77866-8",230,1691,30.1,7.48,0.269,NA,216,1.02,"treatment",NA,"0.110","0.325","3.407","10.065",NA,NA,NA
"FW",13,2015-05-14,"PW","in","FW-P-13",29.315,8.406,4.64,6.683,"P77866-9",209,2453,40.1,7.38,0.232,NA,335,1.01,"treatment",NA,"0.103","0.379","3.190","11.738",NA,NA,NA
"FW",14,2015-05-14,"PW","in","FW-P-14",31.312,8.006,4.4,6.803,"P77866-10",196,2144,36.7,7.43,0.415,NA,308,1.19,"treatment",NA,"0.092","0.419","2.849","12.976",NA,NA,NA
"FW",15,2015-05-14,"PW","in","FW-P-15",28.561,7.995,4.357,6.738,"P77866-11",434,2137,37.6,7.59,0.261,NA,253,1.14,"treatment",NA,"0.080","0.408","2.478","12.636",NA,NA,NA
"FW",16,2015-05-14,"PW","in","FW-P-16",30.543,7.909,4.345,6.843,"P77866-12",206,2382,34.1,8.14,0.168,NA,382,1.05,"treatment",NA,"0.082","0.351","2.540","10.870",NA,NA,NA
"FW",2,2015-06-18,"PW","in","FW-P-2",31.532,0.734,0.352,6.845,"P77865-1",195,83.5,29.1,7.33,0.032,NA,0.1,0.807,"control",NA,"0.139","0.210","4.305","6.504",0.0038,0.0077,"2015-06-22"
"FW",3,2015-06-18,"PW","in","FW-P-3",32.833,0.794,0.382,7.103,"P77865-2",186,71.4,43.8,7.6,0.093,NA,0.1,0.958,"control",NA,"0.112","0.346","3.469","10.716",7e-04,0.0033,"2015-06-22"
"FW",6,2015-06-18,"PW","in","FW-P-6",34.095,0.76,0.365,6.888,"P77865-3",233,83.2,28.5,7.26,0.073,NA,0.1,0.851,"control",NA,"0.138","0.261","4.274","8.083",1e-04,3e-04,"2015-06-22"
"FW",8,2015-06-18,"PW","in","FW-P-8",31.355,0.847,0.412,6.848,"P77865-4",225,81.5,25.2,7.32,0.155,NA,0.1,0.76,"control",NA,"0.095","0.192","2.942","5.946",3e-04,2e-04,"2015-06-22"
"FW",9,2015-06-18,"PW","in","FW-P-9",31.765,0.97,0.472,6.877,"P77865-5",201,153,28.2,7.47,0.056,NA,9,0.724,"control",NA,"0.083","0.402","2.571","12.450",6e-04,5e-04,"2015-06-22"
"FW",10,2015-06-18,"PW","in","FW-P-10",32.54,1.219,0.608,7.002,"P77865-6",203,213,40.5,7.47,0.103,NA,17.3,0.823,"control",NA,"0.098","0.289","3.035","8.950",9e-04,0.006,"2015-06-22"
"FW",11,2015-06-18,"PW","in","FW-P-11",33.707,8.689,4.808,6.545,"P77865-7",157,2372,55.6,7.62,0.488,NA,263,1.24,"treatment",NA,"0.233","0.475","7.216","14.711",0.0198,0.1632,"2015-06-22"
"FW",12,2015-06-18,"PW","in","FW-P-12",29.072,6.145,3.303,6.895,"P77865-8",185,1761,39.8,7.53,0.432,NA,204,1.2,"treatment",NA,"0.277","0.321","8.579","9.941",0.0841,0.0545,"2015-06-22"
"FW",13,2015-06-18,"PW","in","FW-P-13",32.49,9.743,5.405,6.808,"P77865-9",189,2664,36.3,7.48,0.384,NA,341,1.1,"treatment",NA,"0.141","0.296","4.367","9.167",0.0202,0.06,"2015-06-22"
"FW",14,2015-06-18,"PW","in","FW-P-14",31.27,8.684,4.248,6.855,"P77865-10",209,2099,37.8,7.64,0.367,NA,253,1.16,"treatment",NA,"0.132","0.577","4.088","17.870",0.0895,0.065,"2015-06-22"
"FW",15,2015-06-18,"PW","in","FW-P-15",32.275,8.454,4.65,6.617,"P77865-11",195,2402,30.7,7.24,0.516,NA,307,1.32,"treatment",NA,"0.132","0.442","4.088","13.689",0.1007,0.1617,"2015-06-22"
"FW",16,2015-06-18,"PW","in","FW-P-16",33.313,8.969,4.95,6.89,"P77865-12",186,2425,28.2,7.58,0.308,NA,318,0.946,"treatment",NA,"0.093","0.417","2.880","12.914",0.0162,0.0586,"2015-06-22"
"FW",2,2015-07-16,"PW","in","FW-P-2",27.948,0.722,0.35,6.522,"P79072-1",218,67.8,34,6.79,0.103,NA,0.1,0.936,"control",NA,"0.068","0.259","2.106","8.021",0.0396,0.0818,"2015-07-20"
"FW",3,2015-07-16,"PW","in","FW-P-3",29.23,0.748,0.362,6.723,"P79072-2",223,66.6,32.4,7.08,0.15,NA,0.1,1.01,"control",NA,"0.147","0.356","4.553","11.025",0.001,0.0097,"2015-07-20"
"FW",6,2015-07-16,"PW","in","FW-P-6",28.975,0.813,0.395,6.58,"P79072-3",214,78.1,56.1,7.24,0.119,NA,0.1,0.908,"control",NA,"0.100","0.240","3.097","7.433",0.0052,0.003,"2015-07-20"
"FW",8,2015-07-16,"PW","in","FW-P-8",29.905,0.93,0.452,6.735,"P79072-4",266,83.2,49.9,7.12,0.237,NA,0.1,0.846,"control",NA,"0.064","0.177","1.982","5.482",4e-04,0.0143,"2015-07-20"
"FW",9,2015-07-16,"PW","in","FW-P-9",30.712,0.801,0.385,6.463,"P79072-5",244,86.4,31.3,6.87,0.064,NA,0.1,0.788,"control",NA,"0.039","0.210","1.208","6.504",2e-04,0,"2015-07-20"
"FW",10,2015-07-16,"PW","in","FW-P-10",30.648,0.879,0.428,6.648,"P79072-6",190,83.1,52.7,7.18,0.139,NA,0.1,0.847,"control",NA,"0.059","0.175","1.827","5.420",0.0022,9e-04,"2015-07-20"
"FW",11,2015-07-16,"PW","in","FW-P-11",33.57,4.874,2.592,6.742,"P79072-7",180,1278,43.1,7.17,0.6,NA,152,1.24,"treatment",NA,"0.000","0.461","0.000","14.277",0.155,0.2061,"2015-07-20"
"FW",12,2015-07-16,"PW","in","FW-P-12",28.55,5.05,2.692,6.565,"P79072-8",186,1504,37.9,7.35,0.479,NA,212,1.21,"treatment",NA,"0.000","0.146","0.000","4.522",0.2785,0.2388,"2015-07-20"
"FW",13,2015-07-16,"PW","in","FW-P-13",30.3,11.857,6.713,6.475,"P79072-9",206,3401,24.9,7.49,0.525,NA,513,1.24,"treatment",NA,"0.000","0.301","0.000","9.322",0.1422,0.3414,"2015-07-20"
"FW",14,2015-07-16,"PW","in","FW-P-14",30.017,7.718,4.24,6.56,"P79072-10",210,1945,20.8,7.34,0.694,NA,247,1.37,"treatment",NA,"0.000","0.204","0.000","6.318",0.1135,0.2384,"2015-07-20"
"FW",15,2015-07-16,"PW","in","FW-P-15",31.155,7.775,4.265,6.412,"P79072-11",194,2014,22.1,7.28,0.869,NA,238,1.55,"treatment",NA,"0.000","0.267","0.000","8.269",0.1958,0.2999,"2015-07-20"
"FW",16,2015-07-16,"PW","in","FW-P-16",29.962,8.532,4.713,6.752,"P79072-12",218,2264,16.8,7.31,0.234,NA,283,0.856,"treatment",NA,"0.000","0.267","0.000","8.269",0.1524,0.1952,"2015-07-20"
"FW",2,2015-08-20,"PW","in","FW-P-2",29.29,0.577,0.277,6.862,"P79543-1",140,18.5,35.1,7.02,0.295,NA,0.1,0.929,"control",NA,"0.158","0.382","4.893","11.831",0,3e-04,"2015-08-24"
"FW",3,2015-08-20,"PW","in","FW-P-3",30.927,0.611,0.293,6.813,"P79543-2",138,10.1,13.3,7.06,0.339,NA,0.1,0.781,"control",NA,"0.088","0.266","2.725","8.238",0,0,"2015-08-24"
"FW",6,2015-08-20,"PW","in","FW-P-6",32.475,0.57,0.27,6.855,"P79543-3",163,21.2,9.4,7.85,0.276,NA,0.1,0.819,"control",NA,"0.194","0.431","6.008","13.348",0,0,"2015-08-24"
"FW",8,2015-08-20,"PW","in","FW-P-8",31.39,0.744,0.36,6.915,"P79543-4",242,33.7,11.1,7.26,0.272,NA,0.1,0.783,"control",NA,"0.098","0.300","3.035","9.291",0,0,"2015-08-24"
"FW",9,2015-08-20,"PW","in","FW-P-9",32.65,0.54,0.26,6.49,"P79543-5",187,15.9,9.6,7.05,0.033,NA,0.1,0.595,"control",NA,"0.125","0.460","3.871","14.246",0,0,"2015-08-24"
"FW",10,2015-08-20,"PW","in","FW-P-10",32.853,0.662,0.32,6.56,"P79543-6",163,21.3,29.2,7.05,0.432,NA,0.2,1.16,"control",NA,"0.170","0.402","5.265","12.450",0,0,"2015-08-24"
"FW",11,2015-08-20,"PW","in","FW-P-11",34.41,4.943,2.628,6.658,"P79543-7",131,1475,25.6,7.22,0.258,NA,156,0.765,"treatment",NA,"0.180","0.367","5.575","11.366",0.0313,0.0436,"2015-08-24"
"FW",12,2015-08-20,"PW","in","FW-P-12",31.06,4.806,2.575,6.78,"P79543-8",157,1044,25.8,7.3,0.59,NA,110,1.06,"treatment",NA,"0.112","0.327","3.469","10.127",0.0429,0.063,"2015-08-24"
"FW",13,2015-08-20,"PW","in","FW-P-13",33.535,7.052,3.82,6.577,"P79543-9",120,1776,37.5,7.08,1.004,NA,172,1.57,"treatment",NA,"0.129","0.502","3.995","15.547",0.031,0.0582,"2015-08-24"
"FW",14,2015-08-20,"PW","in","FW-P-14",30.705,1.722,0.87,7.08,"P79543-10",213,171,15.5,7.77,0.535,NA,23.4,1.49,"treatment",NA,"0.316","0.708","9.787","21.927",0.0257,0.0147,"2015-08-24"
"FW",15,2015-08-20,"PW","in","FW-P-15",32.953,5.425,2.89,6.507,"P79543-11",140,1138,22.4,7.36,1.102,NA,174,1.6,"treatment",NA,"0.091","0.327","2.818","10.127",0.0374,0.0912,"2015-08-24"
"FW",16,2015-08-20,"PW","in","FW-P-16",30.822,5.87,3.172,6.447,"P79543-12",159,1364,10.3,7.31,0.105,NA,187,0.629,"treatment",NA,"0.090","0.363","2.787","11.242",0.0255,0.0421,"2015-08-24"
"FW",2,2015-09-17,"PW","in","FW-P-2",25.59,0.431,0.205,7.065,"P78700-1",170,15,18.7,7.14,0.172,NA,0.1,0.786,"control",NA,"0.161","0.230","4.986","7.123",0,0,"2015-09-21"
"FW",3,2015-09-17,"PW","in","FW-P-3",24.96,0.633,0.31,7.53,"P78700-2",175,21.8,24.1,7.44,0.532,NA,0.1,1.06,"control",NA,"0.104","0.252","3.221","7.804",4e-04,7e-04,"2015-09-21"
"FW",6,2015-09-17,"PW","in","FW-P-6",25.265,0.498,0.235,7.125,"P78700-3",218,21.7,12.3,8.01,0.342,NA,0.8,0.927,"control",NA,"0.117","0.275","3.623","8.517",0,0,"2015-09-21"
"FW",8,2015-09-17,"PW","in","FW-P-8",26.34,0.471,0.23,7.46,"P78700-4",211,20,24.9,7.92,0.586,NA,0.2,1.12,"control",NA,"0.104","0.526","3.221","16.290",0,0,"2015-09-21"
"FW",9,2015-09-17,"PW","in","FW-P-9",25.615,0.416,0.195,7.085,"P78700-5",200,17.5,11.3,7.78,0.108,NA,0.1,0.611,"control",NA,"0.047","0.445","1.456","13.782",0,0,"2015-09-21"
"FW",10,2015-09-17,"PW","in","FW-P-10",25.47,0.504,0.24,7.65,"P78700-6",233,18.7,20.5,7.94,0.173,NA,0.1,0.746,"control",NA,"0.138","0.232","4.274","7.185",0,0,"2015-09-21"
"FW",11,2015-09-17,"PW","in","FW-P-11",25.475,5.144,2.76,7.105,"P78700-7",146,1260,14.5,7.76,0.413,NA,132,0.988,"treatment",NA,"0.215","0.240","6.659","7.425",0.0329,0.0402,"2015-09-21"
"FW",12,2015-09-17,"PW","in","FW-P-12",25.34,4.094,2.165,7.06,"P78700-8",1,1177,54.2,1.47,0.705,NA,2995,1.28,"treatment",NA,"0.115","0.228","3.562","7.061",0.027,0.0582,"2015-09-21"
"FW",13,2015-09-17,"PW","in","FW-P-13",25.77,6.297,3.42,7.34,"P78700-9",135,1665,14.9,7.42,0.858,NA,180,1.31,"treatment",NA,"0.166","0.239","5.141","7.402",0.019,0.0716,"2015-09-21"
"FW",14,2015-09-17,"PW","in","FW-P-14",25.495,5.141,2.76,7.155,"P78700-10",154,1188,12.8,7.81,1.64,NA,121,2.12,"treatment",NA,"0.154","0.210","4.769","6.504",0.0262,0.0536,"2015-09-21"
"FW",15,2015-09-17,"PW","in","FW-P-15",25.36,5.588,3.015,7.22,"P78700-11",144,1308,11.8,7.7,1.216,NA,128,1.71,"treatment",NA,"0.116","0.287","3.593","8.888",0.0473,0.0772,"2015-09-21"
"FW",16,2015-09-17,"PW","in","FW-P-16",25.015,4.311,2.285,7.2,"P78700-12",190,960,13.8,7.97,0.792,NA,108,1.49,"treatment",NA,"0.086","0.317","2.663","9.817",0.0306,0.0653,"2015-09-21"
"FW",2,2015-10-22,"PW","in","FW-P-2",29.668,0.394,0.185,7.1,"P79567-1",172,11,22.7,7.82,0.26,NA,0.4,0.914,"control",0.19,"","","","",1e-04,2e-04,"2015-10-26"
"FW",3,2015-10-22,"PW","in","FW-P-3",31.45,0.468,0.222,NA,"P79567-2",181,13.5,25.2,8.01,0.492,NA,0.3,0.953,"control",0.22,"","","","",NA,0,"2015-10-26"
"FW",6,2015-10-22,"PW","in","FW-P-6",31.788,0.5,0.238,7.04,"P79567-3",196,16.2,24.6,7.93,0.359,NA,0.3,0.986,"control",0.24,"","","","",0,0,"2015-10-26"
"FW",8,2015-10-22,"PW","in","FW-P-8",29.477,0.545,0.26,NA,"P79567-4",208,13.9,24.5,7.9,0.761,NA,0.1,1.25,"control",0.26,"","","","",0,0,"2015-10-26"
"FW",9,2015-10-22,"PW","in","FW-P-9",31.218,0.446,0.213,NA,"P79567-5",184,13.6,15.9,7.86,0.114,NA,0.3,0.638,"control",0.21,"","","","",0,0,"2015-10-26"
"FW",10,2015-10-22,"PW","in","FW-P-10",28.725,0.512,0.242,NA,"P79567-6",184,7.7,79.2,7.9,0.205,NA,0.2,0.852,"control",0.24,"","","","",0,0,"2015-10-26"
"FW",11,2015-10-22,"PW","in","FW-P-11",30.047,3.349,1.75,NA,"P79567-7",152,888,21.5,7.72,0.426,NA,130,1.04,"treatment",2,"","","","",0.0153,0.0349,"2015-10-26"
"FW",12,2015-10-22,"PW","in","FW-P-12",30.503,2.486,1.27,NA,"P79567-8",178,561,39.9,7.84,0.798,NA,78.3,1.41,"treatment",1.27,"","","","",0.0186,0.0306,"2015-10-26"
"FW",13,2015-10-22,"PW","in","FW-P-13",29.175,2.385,1.215,NA,"P79567-9",183,529,17.2,7.72,0.803,NA,68.5,1.32,"treatment",1.22,"","","","",0.0659,0.0519,"2015-10-26"
"FW",14,2015-10-22,"PW","in","FW-P-14",30.602,4.688,2.487,6.93,"P79567-10",179,994,22.6,7.95,1.415,NA,143,1.93,"treatment",2.49,"","","","",0.0204,0.0481,"2015-10-26"
"FW",15,2015-10-22,"PW","in","FW-P-15",29.637,3.59,1.872,6.79,"P79567-11",186,854,56.5,7.68,0.775,NA,85.2,1.47,"treatment",1.87,"","","","",0.0385,0.0832,"2015-10-26"
"FW",16,2015-10-22,"PW","in","FW-P-16",29.26,5.285,3.332,NA,"P79567-12",186,1307,26.7,7.87,0.796,NA,166,1.3,"treatment",3.33,"","","","",0.0195,0.0364,"2015-10-26"
"FW",2,2015-11-19,"PW","in","FW-P-2",29.428,0.401,0.19,6.81,"P79568-1",162,29.9,10.8,7.07,0.406,NA,0.1,0.9,"control",NA,"","","","",NA,NA,NA
"FW",3,2015-11-19,"PW","in","FW-P-3",27.875,0.479,0.228,6.91,"P79568-2",174,29.1,10.4,7.62,0.602,NA,0.1,1.06,"control",NA,"","","","",NA,NA,NA
"FW",6,2015-11-19,"PW","in","FW-P-6",27.995,1.475,0.238,6.94,"P79568-3",193,24.7,13.7,8.46,0.503,NA,0.1,0.972,"control",NA,"","","","",NA,NA,NA
"FW",8,2015-11-19,"PW","in","FW-P-8",28.672,0.486,0.23,6.96,"P79568-4",207,30.6,10.8,8.47,0.934,NA,0.1,1.35,"control",NA,"","","","",NA,NA,NA
"FW",9,2015-11-19,"PW","in","FW-P-9",30.4,0.429,0.202,7.06,"P79568-5",185,23.1,25.9,8.35,0.133,NA,0.1,0.692,"control",NA,"","","","",NA,NA,NA
"FW",10,2015-11-19,"PW","in","FW-P-10",29.19,0.534,0.255,7.24,"P79568-6",202,13.8,68.6,8.36,0.353,NA,0.4,1.18,"control",NA,"","","","",NA,NA,NA
"FW",11,2015-11-19,"PW","in","FW-P-11",31.115,3.867,2.032,6.91,"P79568-7",157,945,16.1,8.28,0.519,NA,120,1.06,"treatment",NA,"","","","",NA,NA,NA
"FW",12,2015-11-19,"PW","in","FW-P-12",29.907,4.16,2.19,6.87,"P79568-8",167,1184,18.3,8.31,0.764,NA,156,1.26,"treatment",NA,"","","","",NA,NA,NA
"FW",13,2015-11-19,"PW","in","FW-P-13",28.142,5.949,3.175,6.74,"P79568-9",160,1759,13,8.27,1.046,NA,235,1.52,"treatment",NA,"","","","",NA,NA,NA
"FW",14,2015-11-19,"PW","in","FW-P-14",29.595,4.765,2.537,7.09,"P79568-10",181,1436,17.8,8.36,1.181,NA,190,1.72,"treatment",NA,"","","","",NA,NA,NA
"FW",15,2015-11-19,"PW","in","FW-P-15",28.693,3.578,1.85,6.77,"P79568-11",194,857,17.4,8.4,1.06,NA,106,1.6,"treatment",NA,"","","","",NA,NA,NA
"FW",16,2015-11-19,"PW","in","FW-P-16",28.79,5.013,2.675,6.91,"P79568-12",198,1240,14.9,8.39,0.629,NA,163,1.12,"treatment",NA,"","","","",NA,NA,NA
"FW",2,2015-12-17,"PW","in","FW-P-2",27.508,0.305,0.143,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",3,2015-12-17,"PW","in","FW-P-3",29.367,0.396,0.188,6.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",6,2015-12-17,"PW","in","FW-P-6",29.897,0.543,0.26,6.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",8,2015-12-17,"PW","in","FW-P-8",28.692,0.444,0.21,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",9,2015-12-17,"PW","in","FW-P-9",26.49,0.342,0.16,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",10,2015-12-17,"PW","in","FW-P-10",27.655,0.436,0.205,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",11,2015-12-17,"PW","in","FW-P-11",28.375,7.561,4.188,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"FW",12,2015-12-17,"PW","in","FW-P-12",29.45,3.704,2.013,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"FW",13,2015-12-17,"PW","in","FW-P-13",28.295,8.54,4.73,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"FW",14,2015-12-17,"PW","in","FW-P-14",29.3,7.049,3.857,6.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"FW",15,2015-12-17,"PW","in","FW-P-15",28.11,3.523,1.84,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"FW",16,2015-12-17,"PW","in","FW-P-16",27.81,8.774,4.873,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"FW",1,2014-10-15,"SW","in","FW-S-1",NA,NA,NA,NA,"P75181-22_P75181-23",139.5,50.2,8.85,7.815,0.0265,0.0115,0.1,0.646,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",2,2014-10-15,"SW","in","FW-S-2",NA,NA,NA,NA,"P75181-24_P75181-25",139,47.55,9.35,7.895,0.033,0.005,0.1,0.6985,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",1,2014-11-19,"SW","in","FW-S-1",19.46,0.478,0.23,7.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",2,2014-11-19,"SW","in","FW-S-2",19.25,0.492,0.24,7.47,"P76151-17_P76151-29",141.5,55.3,18.1,7.985,0.197,NA,0.1,0.782,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",3,2014-11-19,"SW","in","FW-S-3",19.51,0.472,0.23,7.42,"P76151-18",139,63.7,8.9,7.56,0.045,NA,0.1,0.593,"control",0.23,"0.005","0.411","0.15","12.73",NA,NA,NA
"FW",4,2014-11-19,"SW","in","FW-S-4",19.38,0.478,0.23,7.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",5,2014-11-19,"SW","in","FW-S-5",19.39,0.477,0.23,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",6,2014-11-19,"SW","in","FW-S-6",18.63,0.464,0.22,7.37,"P76151-19",136,65,9.2,7.69,0.057,NA,0.3,0.63,"control",0.22,"0.004","0.326","0.12","10.1",NA,NA,NA
"FW",7,2014-11-19,"SW","in","FW-S-7",19.19,0.477,0.23,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",8,2014-11-19,"SW","in","FW-S-8",18.75,0.464,0.22,7.14,"P76151-20",142,63.5,8.3,7.77,0.057,NA,0.2,0.637,"control",0.22,"0.003","0.386","0.09","11.95",NA,NA,NA
"FW",9,2014-11-19,"SW","in","FW-S-9",18.72,0.47,0.23,7.23,"P76151-21",145,54.2,9.7,7.84,0.044,NA,0.1,0.621,"control",0.23,"0.001","0.56","0.03","17.34",NA,NA,NA
"FW",10,2014-11-19,"SW","in","FW-S-10",18.6,0.479,0.23,7.26,"P76151-22",139,60.5,11.9,7.48,0.089,NA,2.1,0.675,"control",0.23,"0.002","0.381","0.06","11.8",NA,NA,NA
"FW",11,2014-11-19,"SW","in","FW-S-11",17.73,3.464,1.83,7.49,"P76151-23",151,909,8.9,7.8,0.057,NA,134,0.679,"treatment",1.83,"0","0.388","0","12.02",NA,NA,NA
"FW",12,2014-11-19,"SW","in","FW-S-12",18.26,1.585,0.8,7.44,"P76151-24",142,378,8.8,7.78,0.05,NA,49.5,0.674,"treatment",0.8,"0","0.381","0","11.8",NA,NA,NA
"FW",13,2014-11-19,"SW","in","FW-S-13",18.24,0.702,0.34,7.7,"P76151-25",146,118,8.6,7.89,0.05,NA,8.8,0.733,"treatment",0.34,"0.004","0.318","0.12","9.85",NA,NA,NA
"FW",14,2014-11-19,"SW","in","FW-S-14",17.87,2.551,1.32,7.65,"P76151-26",133,702,8.9,7.66,0.038,NA,95,0.677,"treatment",1.32,"0.004","0.427","0.12","13.22",NA,NA,NA
"FW",15,2014-11-19,"SW","in","FW-S-15",17.92,3.516,1.86,7.58,"P76151-27_P76151-30",143.5,978.5,8.4,7.74,0.0595,NA,133.5,0.6965,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"FW",16,2014-11-19,"SW","in","FW-S-16",17.8,2.882,1.51,7.58,"P76151-28",135,807,8.9,7.55,0.059,NA,107,0.72,"treatment",1.51,"0","0.391","0","12.11",NA,NA,NA
"FW",2,2014-12-18,"SW","in","FW-S-2",18.35,0.53,0.26,NA,"P76264-17_P76264-29",182.5,59.75,8.9,7.99,0.08,NA,0.1,0.741,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",3,2014-12-18,"SW","in","FW-S-3",18.5,0.53,0.26,NA,"P76264-18",180,57.5,12.1,8.03,0.123,NA,0.1,0.738,"control",0.26,"0.045","0.387","1.39","11.99",NA,NA,NA
"FW",6,2014-12-18,"SW","in","FW-S-6",18.35,0.53,0.26,NA,"P76264-19",182,59.6,7.8,8.04,0.132,NA,0.1,0.779,"control",0.26,"0.03","0.415","0.93","12.85",NA,NA,NA
"FW",8,2014-12-18,"SW","in","FW-S-8",19.03,0.53,0.26,NA,"P76264-20",178,59.4,7.9,8,0.143,NA,0.1,0.762,"control",0.26,"0.027","0.376","0.84","11.64",NA,NA,NA
"FW",9,2014-12-18,"SW","in","FW-S-9",18.73,0.54,0.26,NA,"P76264-21",182,59.2,8.8,7.93,0.119,NA,0.1,0.721,"control",0.26,"0.023","0.326","0.71","10.1",NA,NA,NA
"FW",10,2014-12-18,"SW","in","FW-S-10",18.47,0.54,0.26,NA,"P76264-22",184,59.4,9.2,8.11,0.158,NA,0.1,0.767,"control",0.26,"0.029","0.558","0.9","17.28",NA,NA,NA
"FW",11,2014-12-18,"SW","in","FW-S-11",19.2,1.71,0.87,NA,"P76264-23",180,143,9.5,8.05,0.185,NA,11.4,0.773,"treatment",0.87,"0.028","0.401","0.87","12.42",NA,NA,NA
"FW",12,2014-12-18,"SW","in","FW-S-12",18.64,0.6,0.29,NA,"P76264-24",180,73.5,8.5,8.03,0.129,NA,2.1,0.764,"treatment",0.29,"0.027","0.51","0.84","15.79",NA,NA,NA
"FW",13,2014-12-18,"SW","in","FW-S-13",18.36,0.61,0.3,NA,"P76264-25",183,64.2,9.1,8.06,0.131,NA,0.9,0.7,"treatment",0.3,"0.012","0.434","0.37","13.44",NA,NA,NA
"FW",14,2014-12-18,"SW","in","FW-S-14",19.4,4.35,2.33,NA,"P76264-26",179,171,8.3,8.07,0.062,NA,20.6,0.687,"treatment",2.33,"0.032","0.402","0.99","12.45",NA,NA,NA
