"site","chamber","collect_date","pwsw","inout","location","temp.degC ","cond.mscm ","salinity","ph","cust_sample_id","ALKA.mgL ","CL.mglCaCO3","DOC.mgL","LPH","NH4.mgL","NOX","SO4.mgl","TDN.mgl","trt","mean.salinity","srp.um.l","tdp.um.l","srp.ppb","tdp.ppb","deepsulfide.mm","shallowsulfide.mm","datesulfide"
"BW",1,2014-10-22,"PW","in","BW-P-1",29.05,13.05,7.463,6.603,"P75181-6",479,3823,196,7.57,1.759,0.005,118,6.13,"control",7.46,"1.625","3.406","50.33","105.48",NA,NA,NA
"BW",3,2014-10-22,"PW","in","BW-P-3",28.077,15.617,9.073,6.683,"P75181-8",649,4910,177,7.67,3.457,0.005,256,7.52,"control",9.07,"0.354","5.846","10.96","181.05",NA,NA,NA
"BW",5,2014-10-22,"PW","in","BW-P-5",28.22,14.23,8.21,6.8,"P75181-10",612,4709,169,7.76,4.093,0.005,171,8.54,"control",8.21,"1.09","5.14","33.76","159.19",NA,NA,NA
"BW",7,2014-10-22,"PW","in","BW-P-7",26.607,12.487,7.137,6.763,"P75181-12",545,3792,153,7.77,3.084,0.007,144,7.05,"control",7.14,"0.099","3.458","3.07","107.09",NA,NA,NA
"BW",8,2014-10-22,"PW","in","BW-P-8",27.267,15.027,8.717,6.763,"P75181-13",555,4621,163,7.44,4.356,0.005,225,8.42,"control",8.72,"4.423","8.621","136.98","266.99",NA,NA,NA
"BW",9,2014-10-22,"PW","in","BW-P-9",27.303,13.283,7.623,6.767,"P75181-14",468,4127,145,7.33,2.31,0.005,227,6.17,"control",7.62,"0","4.21","0","130.38",NA,NA,NA
"BW",11,2014-10-22,"PW","in","BW-P-11",27.747,20.053,11.913,6.65,"P75181-16",307,6024,116,7.21,1.399,0.009,510,4.2,"treatment",11.91,"0.639","1.718","19.79","53.21",NA,NA,NA
"BW",12,2014-10-22,"PW","in","BW-P-12",26.497,25.067,15.223,6.587,"P75181-17",396,8287,118,7.17,2.641,0.005,793,5.53,"treatment",15.22,"2.506","4.47","77.61","138.44",NA,NA,NA
"BW",13,2014-10-22,"PW","in","BW-P-13",25.393,17.807,10.517,6.65,"P75181-18",359,6550,123,7.21,1.593,0.005,504,4.56,"treatment",10.52,"1.311","3.325","40.6","102.98",NA,NA,NA
"BW",14,2014-10-22,"PW","in","BW-P-14",26.303,20.397,12.167,6.643,"P75181-19",453,6829,120,7.24,2.704,0.005,551,5.66,"treatment",12.17,"2.15","3.287","66.59","101.8",NA,NA,NA
"BW",15,2014-10-22,"PW","in","BW-P-15",24.997,16.14,9.45,6.647,"P75181-20",243,4898,108,7.19,0.939,0.006,382,3.5,"treatment",9.45,"0.181","1.152","5.61","35.68",NA,NA,NA
"BW",16,2014-10-22,"PW","in","BW-P-16",25.23,21.65,12.99,6.727,"P75181-21",426,6910,129,7.26,2.662,0.005,586,5.76,"treatment",12.99,"0.669","2.848","20.72","88.2",NA,NA,NA
"BW",1,2014-11-20,"PW","in","BW-P-1",25.707,12.563,7.193,6.733,"P75910-21",529,3767,153,7.71,1.876,NA,68,5.97,"control",7.19,"1.522","3.741","47.14","115.86",NA,NA,NA
"BW",2,2014-11-20,"PW","in","BW-P-2",23.52,11.39,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2014-11-20,"PW","in","BW-P-3",23.653,14.953,8.94,6.803,"P75910-8",677,4406,146,7.68,3.603,NA,205,7.73,"control",8.94,"3.285","5.162","101.74","159.87",NA,NA,NA
"BW",4,2014-11-20,"PW","in","BW-P-4",24.33,15.3,8.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",5,2014-11-20,"PW","in","BW-P-5",23.6,13.36,7.707,6.793,"P75910-6",590,4132,152,7.78,4.2,NA,138,8.57,"control",7.71,"2.978","3.711","92.23","114.93",NA,NA,NA
"BW",6,2014-11-20,"PW","in","BW-P-6",24.55,12.75,7.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",7,2014-11-20,"PW","in","BW-P-7",22.767,12.573,7.223,6.833,"P75910-10",524,3782,129,7.69,3.333,NA,144,6.92,"control",7.22,"2.889","4.604","89.47","142.59",NA,NA,NA
"BW",8,2014-11-20,"PW","in","BW-P-8",24.627,14.617,8.483,6.703,"P75910-12",600,4850,182,7.79,4.407,NA,238,8.52,"control",8.48,"5.651","7.996","175.01","247.64",NA,NA,NA
"BW",9,2014-11-20,"PW","in","BW-P-9",25.623,13.477,7.76,6.847,"P75910-16",500,4093,132,7.74,3.091,NA,247,6.66,"control",7.76,"0.878","2","27.19","61.94",NA,NA,NA
"BW",10,2014-11-20,"PW","in","BW-P-10",13.19,15.15,8.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",11,2014-11-20,"PW","in","BW-P-11",24.96,23.163,13.993,6.78,"P75910-17",272,7825,97.6,7.63,0.912,NA,954,3.32,"treatment",13.99,"0.486","1.19","15.05","36.85",NA,NA,NA
"BW",12,2014-11-20,"PW","in","BW-P-12",25.637,23.937,14.497,6.703,"P75910-19",318,8561,93.7,7.64,1.929,NA,1021,4.36,"treatment",14.5,"3.235","3.585","100.19","111.03",NA,NA,NA
"BW",13,2014-11-20,"PW","in","BW-P-13",24.357,20.51,12.237,6.71,"P75910-22",267,6611,172,7.6,0.908,NA,666,3.56,"treatment",12.24,"1.253","2.06","38.81","63.8",NA,NA,NA
"BW",14,2014-11-20,"PW","in","BW-P-14",23.923,20.65,12.353,6.71,"P75910-23",355,6576,120,7.47,2.56,NA,633,5.32,"treatment",12.35,"3.997","5.556","123.79","172.07",NA,NA,NA
"BW",15,2014-11-20,"PW","in","BW-P-15",22.993,14.083,8.35,6.74,"P75910-24",188,4977,96.9,7.06,0.338,NA,473,2.86,"treatment",8.35,"0.239","1.004","7.4","31.09",NA,NA,NA
"BW",16,2014-11-20,"PW","in","BW-P-16",22.7,22.717,13.72,6.773,"P75910-20",377,7963,99.9,7.55,1.921,NA,923,4.5,"treatment",13.72,"1.895","2.648","58.69","82.01",NA,NA,NA
"BW",1,2014-12-17,"PW","in","BW-P-1",24.87,12.597,7.233,6.687,"P75913-6",502,4528,145,7.63,2.03,NA,110,5.89,"control",7.23,"2.227","3.778","68.97","117",NA,NA,NA
"BW",3,2014-12-17,"PW","in","BW-P-3",26.347,14.877,8.633,6.697,"P75913-8",669,5100,152,7.61,3.605,NA,203,7.55,"control",8.63,"2.941","5.028","91.08","155.72",NA,NA,NA
"BW",5,2014-12-17,"PW","in","BW-P-5",25.943,13.703,7.903,6.68,"P75913-10",626,4692,148,7.73,4.686,NA,167,8.65,"control",7.9,"3.399","5.697","105.27","176.44",NA,NA,NA
"BW",7,2014-12-17,"PW","in","BW-P-7",27.437,13.293,7.637,6.687,"P75913-12",530,4341,128,7.8,3.312,NA,173,6.72,"control",7.64,"3.739","5.333","115.8","165.16",NA,NA,NA
"BW",8,2014-12-17,"PW","in","BW-P-8",25.9,14.917,8.667,6.617,"P75913-13",576,4717,141,7.39,4.528,NA,249,8.53,"control",8.67,"6.507","9.647","201.52","298.77",NA,NA,NA
"BW",9,2014-12-17,"PW","in","BW-P-9",26.163,14.62,8.477,6.69,"P75913-14",523,4879,126,7.52,2.766,NA,281,5.93,"control",8.48,"2.414","3.176","74.76","98.36",NA,NA,NA
"BW",11,2014-12-17,"PW","in","BW-P-11",26.76,18.107,10.687,6.727,"P75913-16",224,6652,75.5,7.44,0.575,NA,569,2.88,"treatment",10.69,"0.463","0.706","14.34","21.86",NA,NA,NA
"BW",12,2014-12-17,"PW","in","BW-P-12",26.75,16.75,11.96,6.6,"P75913-17",276,7202,80.7,7.32,1.467,NA,624,3.75,"treatment",11.96,"1.884","2.685","58.35","83.15",NA,NA,NA
"BW",13,2014-12-17,"PW","in","BW-P-13",28.4,18.41,10.863,6.68,"P75913-18",269,8577,105,7.5,0.825,NA,792,4.43,"treatment",10.86,"1.121","2.067","34.72","64.01",NA,NA,NA
"BW",14,2014-12-17,"PW","in","BW-P-14",26.967,20.04,11.923,6.557,"P75913-19",360,8160,106,7.46,1.87,NA,784,4.16,"treatment",11.92,"2.43","2.7","75.26","83.62",NA,NA,NA
"BW",15,2014-12-17,"PW","in","BW-P-15",28.277,16.437,9.597,6.617,"P75913-20",213,7016,81.5,7.4,0.524,NA,572,2.93,"treatment",9.6,"0.355","1.033","10.99","31.99",NA,NA,NA
"BW",16,2014-12-17,"PW","in","BW-P-16",27.897,20.817,12.393,6.633,"P75913-21",291,8818,85,7.43,1.629,NA,807,3.86,"treatment",12.39,"1.398","2.313","43.3","71.63",NA,NA,NA
"BW",1,2015-01-14,"PW","in","BW-P-1",26.28,12.083,6.89,6.487,"P76815-1",356,3798,141,7.46,0.708,NA,60.5,3.79,"control",6.89,"0.948","1.867","29.36","57.82",NA,NA,NA
"BW",3,2015-01-14,"PW","in","BW-P-3",26.993,14.703,8.513,6.613,"P76815-2",630,4551,156,7.77,3.633,NA,133,6.46,"control",8.51,"4.027","5.705","124.72","176.68",NA,NA,NA
"BW",5,2015-01-14,"PW","in","BW-P-5",27.183,13.79,7.947,6.573,"P76815-3",563,4039,152,7.65,4.061,NA,99,6.84,"control",7.95,"5.362","4.358","166.06","134.97",NA,NA,NA
"BW",7,2015-01-14,"PW","in","BW-P-7",26.45,13.557,7.81,6.64,"P76815-4",514,4106,129,7.72,3.212,NA,119,5.72,"control",7.81,"5.224","4.292","161.79","132.92",NA,NA,NA
"BW",8,2015-01-14,"PW","in","BW-P-8",26.417,14.66,8.503,6.647,"P76815-5",514,4271,152,7.77,3.877,NA,133,6.08,"control",8.5,"5.971","7.713","184.92","238.87",NA,NA,NA
"BW",9,2015-01-14,"PW","in","BW-P-9",28.29,15.29,8.883,6.7,"P76815-6",462,4894,120,7.86,2.461,NA,301,4.71,"control",8.88,"4.525","3.585","140.14","111.03",NA,NA,NA
"BW",11,2015-01-14,"PW","in","BW-P-11",29.743,21.323,12.723,6.71,"P76815-7",266,7035,90.7,7.66,0.899,NA,649,2.8,"treatment",12.72,"0.952","1.257","29.48","38.93",NA,NA,NA
"BW",12,2015-01-14,"PW","in","BW-P-12",30.313,22.473,13.467,6.633,"P76815-8",285,7188,90.9,7.53,1.545,NA,713,3.38,"treatment",13.47,"1.675","2.462","51.87","76.25",NA,NA,NA
"BW",13,2015-01-14,"PW","in","BW-P-13",30,22.57,13.573,6.723,"P76815-9",310,7809,111,7.82,1.174,NA,791,3.03,"treatment",13.57,"1.246","1.673","38.59","51.81",NA,NA,NA
"BW",14,2015-01-14,"PW","in","BW-P-14",29.02,22.647,13.61,6.61,"P76815-10",306,7431,98.6,7.72,1.636,NA,737,3.43,"treatment",13.61,"2.182","2.633","67.58","81.54",NA,NA,NA
"BW",15,2015-01-14,"PW","in","BW-P-15",28.827,21.423,12.807,6.557,"P76815-11",254,6607,88.5,7.57,0.826,NA,703,2.7,"treatment",12.81,"1.137","1.428","35.21","44.23",NA,NA,NA
"BW",16,2015-01-14,"PW","in","BW-P-16",29.053,21.647,12.947,6.673,"P76815-12",277,6920,165,7.65,1.416,NA,725,3.44,"treatment",12.95,"1.718","2.082","53.21","64.48",NA,NA,NA
"BW",1,2015-02-11,"PW","in","BW-P-1",23.6,11.723,6.68,6.873,"P76950-1",388,3598,117,7.51,1.038,NA,79.5,4.35,"control",6.68,"0.704","2.015","21.8","62.4",NA,NA,NA
"BW",3,2015-02-11,"PW","in","BW-P-3",23.227,14.967,8.743,6.743,"P76950-2",520,4711,142,7.49,3.143,NA,174,7,"control",8.74,"2.738","4.582","84.8","141.9",NA,NA,NA
"BW",5,2015-02-11,"PW","in","BW-P-5",25.85,15.073,8.757,6.697,"P76950-3",546,4710,134,7.43,3.579,NA,169,7.42,"control",8.76,"5.293","4.411","163.92","136.61",NA,NA,NA
"BW",7,2015-02-11,"PW","in","BW-P-7",25.673,12.117,6.933,6.867,"P76950-4",403,3792,113,7.61,2.127,NA,184,5.34,"control",6.93,"1.667","2.119","51.63","65.63",NA,NA,NA
"BW",8,2015-02-11,"PW","in","BW-P-8",26.873,14.083,8.13,6.787,"P76950-5",551,4495,125,7.39,4.006,NA,186,7.54,"control",8.13,"5.613","7.066","173.83","218.83",NA,NA,NA
"BW",9,2015-02-11,"PW","in","BW-P-9",27.51,14.713,8.513,6.747,"P76950-6",442,4581,114,7.46,2.225,NA,215,5.43,"control",8.51,"2.128","2.186","65.9","67.7",NA,NA,NA
"BW",11,2015-02-11,"PW","in","BW-P-11",27.127,24.703,14.977,6.693,"P76950-7",270,3131,80.6,7.4,1.262,NA,342,3.52,"treatment",14.98,"0.966","1.42","29.92","43.98",NA,NA,NA
"BW",12,2015-02-11,"PW","in","BW-P-12",27.307,25.163,15.283,6.67,"P76950-8",294,8378,73.7,7.39,1.443,NA,154,3.55,"treatment",15.28,"2.119","2.819","65.63","87.3",NA,NA,NA
"BW",13,2015-02-11,"PW","in","BW-P-13",24.6,23.865,14.475,6.66,"P76950-9",270,8050,84,7.65,1.326,NA,119,3.86,"treatment",14.48,"1.389","1.986","43.02","61.51",NA,NA,NA
"BW",14,2015-02-11,"PW","in","BW-P-14",26.74,23.323,14.073,6.723,"P76950-10",332,7780,92.9,7.38,1.693,NA,704,3.98,"treatment",14.07,"1.511","2.521","46.8","78.08",NA,NA,NA
"BW",15,2015-02-11,"PW","in","BW-P-15",25.587,20.693,12.37,6.643,"P76950-11",258,6765,81.4,7.44,0.956,NA,646,3.28,"treatment",12.37,"0.982","1.338","30.41","41.44",NA,NA,NA
"BW",16,2015-02-11,"PW","in","BW-P-16",24.843,23.14,13.98,6.71,"P76950-12",288,7752,79.9,7.45,1.445,NA,745,3.73,"treatment",13.98,"2.027","1.852","62.78","57.36",NA,NA,NA
"BW",1,2015-03-18,"PW","in","BW-P-1",28.653,10.638,5.993,6.87,"P77338-1",317,3126,93.2,7.91,1.285,NA,232,4.05,"control",NA,"1.756","2.774","54.38","85.91",NA,NA,NA
"BW",3,2015-03-18,"PW","in","BW-P-3",28.863,16.157,9.41,6.917,"P77338-2",539,5068,135,8.02,3.693,NA,249,7.12,"control",NA,"2.215","5.569","68.6","172.47",NA,NA,NA
"BW",5,2015-03-18,"PW","in","BW-P-5",25.99,13.813,7.983,6.893,"P77338-3",447,3957,112,8.05,3.847,NA,209,6.57,"control",NA,"4.193","4.111","129.86","127.32",NA,NA,NA
"BW",7,2015-03-18,"PW","in","BW-P-7",27.08,11.928,6.807,6.943,"P77338-4",333,5511,96,7.97,2.563,NA,412,5.32,"control",NA,"1.533","2.691","48.03","83.34",NA,NA,NA
"BW",8,2015-03-18,"PW","in","BW-P-8",28.39,14.66,8.48,6.8,"P77338-5",521,4469,121,8.08,4.501,NA,245,7.3,"control",NA,"6.18","6.989","191.39","216.45",NA,NA,NA
"BW",9,2015-03-18,"PW","in","BW-P-9",29.59,15.447,8.977,6.987,"P77338-6",324,3984,94.3,8.02,2.423,NA,303,5.47,"control",NA,"2.59","3.131","80.21","96.97",NA,NA,NA
"BW",11,2015-03-18,"PW","in","BW-P-11",27.98,24.973,15.227,6.81,"P77338-7",206,8158,89.1,7.87,0.962,NA,894,3.28,"treatment",NA,"0.912","1.415","28.24","43.82",NA,NA,NA
"BW",12,2015-03-18,"PW","in","BW-P-12",27.503,30.39,18.783,6.727,"P77338-8",262,10067,78,7.92,1.739,NA,1186,3.88,"treatment",NA,"1.318","1.908","40.82","59.09",NA,NA,NA
"BW",13,2015-03-18,"PW","in","BW-P-13",24.94,26.697,16.35,6.657,"P77338-9",228,8917,85,7.9,1.29,NA,991,3.57,"treatment",NA,"1.364","1.908","42.24","59.09",NA,NA,NA
"BW",14,2015-03-18,"PW","in","BW-P-14",25.617,28.767,17.727,6.717,"P77338-10",320,9590,86.8,7.96,2.136,NA,1041,4.15,"treatment",NA,"1.962","2.759","60.76","85.45",NA,NA,NA
"BW",15,2015-03-18,"PW","in","BW-P-15",29.973,22.36,13.387,6.777,"P77338-11",209,7178,99.6,7.97,1.234,NA,815,4.3,"treatment",NA,"0.928","1.757","28.74","54.41",NA,NA,NA
"BW",16,2015-03-18,"PW","in","BW-P-16",25.243,28.277,17.403,6.797,"P77338-12",267,9471,80.6,7.98,1.681,NA,1093,3.81,"treatment",NA,"1.043","1.779","32.3","55.1",NA,NA,NA
"BW",1,2015-04-15,"PW","in","BW-P-1",30.085,15.525,9.005,6.825,"P77868-1",306,4421,114,7.73,1.977,NA,421,0.771,"control",NA,"2.1","3.412","65.04","105.67",NA,NA,NA
"BW",3,2015-04-15,"PW","in","BW-P-3",31.695,16.44,9.57,6.812,"P77868-2",478,4662,119,7.59,3.473,NA,318,6.59,"control",NA,"3.835","5.402","118.77","167.3",NA,NA,NA
"BW",5,2015-04-15,"PW","in","BW-P-5",32.535,15.91,9.53,7.12,"P77868-3",500,4866,NA,8.02,NA,NA,351,NA,"control",NA,"3.94","6.336","122.02","196.23",NA,NA,NA
"BW",7,2015-04-15,"PW","in","BW-P-7",30.2,16.07,9.315,7.122,"P77868-4",362,4640,116,7.57,3.027,NA,426,6.35,"control",NA,"0.598","3.169","18.52","98.14",NA,NA,NA
"BW",8,2015-04-15,"PW","in","BW-P-8",30.88,16.53,9.635,6.987,"P77868-5",631,5508,138,7.86,5.532,NA,405,9.29,"control",NA,"5.812","6.154","180","190.59",NA,NA,NA
"BW",9,2015-04-15,"PW","in","BW-P-9",33.485,18.352,10.76,7.103,"P77868-6",518,6084,120,7.88,3.82,NA,474,6.93,"control",NA,"2.897","4.369","89.72","135.31",NA,NA,NA
"BW",11,2015-04-15,"PW","in","BW-P-11",31.102,26.92,16.395,6.945,"P77868-7",222,8969,94.2,7.49,1.514,NA,921,4.11,"treatment",NA,"1.64","2.949","50.79","91.33",NA,NA,NA
"BW",12,2015-04-15,"PW","in","BW-P-12",29.55,30.968,19.13,6.898,"P77868-8",255,10172,81.8,7.43,1.978,NA,1122,4.22,"treatment",NA,"1.732","2.744","53.64","84.98",NA,NA,NA
"BW",13,2015-04-15,"PW","in","BW-P-13",33.063,27.17,16.517,6.687,"P77868-9",180,8930,94.1,7.75,1.241,NA,956,3.77,"treatment",NA,"1.211","2.374","37.5","73.52",NA,NA,NA
"BW",14,2015-04-15,"PW","in","BW-P-14",31.74,27.955,17.058,6.883,"P77868-10",264,10000,84,7.56,2.038,NA,1074,4.2,"treatment",NA,"0.897","2.015","27.78","62.4",NA,NA,NA
"BW",15,2015-04-15,"PW","in","BW-P-15",30.58,25.65,15.54,7.245,"P77868-11",NA,NA,108,NA,2.101,NA,NA,4.82,"treatment",NA,"1.495","1.650","46.3","51.1",NA,NA,NA
"BW",16,2015-04-15,"PW","in","BW-P-16",30.773,27.27,16.633,6.965,"P77868-12",316,8928,93.4,7.55,2.28,NA,902,4.95,"treatment",NA,"2.491","2.881","77.15","89.22",NA,NA,NA
"BW",1,2015-05-13,"PW","in","BW-P-1",29.928,17.867,10.47,6.708,"P78506-1",392,6207,129,7.33,3.708,NA,575,7.12,"control",NA,"2.121","3.731","65.687","115.549",NA,NA,NA
"BW",3,2015-05-13,"PW","in","BW-P-3",30.318,18.992,11.205,6.697,"P78506-2",457,5766,121,7.4,1.955,NA,566,5.09,"control",NA,"1.364","1.950","42.243","60.392",NA,NA,NA
"BW",5,2015-05-13,"PW","in","BW-P-5",32.517,18.4,10.793,6.83,"P78506-3",340,5903,139,7.53,3.699,NA,503,7.25,"control",NA,"0.976","1.222","30.227","37.845",NA,NA,NA
"BW",7,2015-05-13,"PW","in","BW-P-7",31.348,20.11,11.905,6.898,"P78506-4",611,6584,131,7.69,3.012,NA,671,6.5,"control",NA,"0.565","1.914","17.498","59.277",NA,NA,NA
"BW",8,2015-05-13,"PW","in","BW-P-8",32.968,18.44,10.63,6.785,"P78506-5",302,6116,148,7.61,4.997,NA,468,8.67,"control",NA,"3.747","5.095","116.045","157.792",NA,NA,NA
"BW",9,2015-05-13,"PW","in","BW-P-9",32.362,20.725,12.29,6.76,"P78506-6",144,6789,125,7.28,2.451,NA,710,5.65,"control",NA,"0.89","1.716","27.563","53.145",NA,NA,NA
"BW",11,2015-05-13,"PW","in","BW-P-11",31.392,26.218,15.907,6.815,"P78506-7",213,8582,102,7.57,0.64,NA,1120,3.18,"treatment",NA,"0.481","1.193","14.897","36.947",NA,NA,NA
"BW",12,2015-05-13,"PW","in","BW-P-12",31.905,28.73,17.567,6.902,"P78506-8",184,10086,86.2,7.44,1.393,NA,1371,3.69,"treatment",NA,"0.347","0.974","10.747","30.165",NA,NA,NA
"BW",13,2015-05-13,"PW","in","BW-P-13",32.415,26.402,16.015,6.705,"P78506-9",142,8722,94.4,9.92,1.044,NA,1136,3.49,"treatment",NA,"0.354","0.981","10.963","30.382",NA,NA,NA
"BW",14,2015-05-13,"PW","in","BW-P-14",33.13,26.337,15.955,6.975,"P78506-10",268,8544,98.4,7.78,2.013,NA,1004,4.59,"treatment",NA,"0.989","1.773","30.629","54.910",NA,NA,NA
"BW",15,2015-05-13,"PW","in","BW-P-15",33.873,25.1,15.137,6.822,"P78506-11",162,8315,124,7.63,0.913,NA,1108,3.53,"treatment",NA,"0.007","0.522","0.217","16.166",NA,NA,NA
"BW",16,2015-05-13,"PW","in","BW-P-16",32.445,25.843,15.648,7.015,"P78506-12",216,8486,97.3,7.9,1.287,NA,1121,3.92,"treatment",NA,"0.297","0.854","9.198","26.448",NA,NA,NA
"BW",1,2015-06-17,"PW","in","BW-P-1",28.497,18.353,13.457,6.703,"P78702-1",312,5688,123,7.63,1.413,NA,543,4.82,"control",NA,"1.267","2.044","39.239","63.303",3.144,1.1889,"2015-06-22"
"BW",3,2015-06-17,"PW","in","BW-P-3",32.803,20.373,12.045,6.678,"P78702-2",445,6856,144,7.55,3.861,NA,584,7.59,"control",NA,"2.56","4.199","79.283","130.043",3.4719,2.3007,"2015-06-22"
"BW",5,2015-06-17,"PW","in","BW-P-5",35.78,20.385,12.012,6.727,"P78702-3",303,6636,152,7.65,2.607,NA,599,6.8,"control",NA,"1.425","2.035","44.132","63.024",4.1301,1.0958,"2015-06-22"
"BW",7,2015-06-17,"PW","in","BW-P-7",34.922,20.985,12.398,6.665,"P78702-4",335,6998,140,7.49,3.083,NA,652,6.85,"control",NA,"1.864","2.906","57.728","89.999",3.6035,2.3134,"2015-06-22"
"BW",8,2015-06-17,"PW","in","BW-P-8",35.83,20.352,11.985,6.702,"P78702-5",544,6334,156,7.63,4.944,NA,511,8.9,"control",NA,"4.213","5.509","130.477","170.614",3.7633,2.7771,"2015-06-22"
"BW",9,2015-06-17,"PW","in","BW-P-9",36.627,22.325,13.232,6.735,"P78702-6",297,7373,141,7.84,2.896,NA,762,6.32,"control",NA,"1.741","2.149","53.919","66.555",3.144,1.8095,"2015-06-22"
"BW",11,2015-06-17,"PW","in","BW-P-11",33.877,28.223,17.19,6.703,"P78702-7",195,8877,98.5,7.39,1.207,NA,1041,3.96,"treatment",NA,"0.765","1.683","23.692","52.123",1.4042,0.4849,"2015-06-22"
"BW",12,2015-06-17,"PW","in","BW-P-12",33.88,29.242,17.885,6.795,"P78702-8",240,9979,102,7.51,1.779,NA,1162,4.55,"treatment",NA,"1.117","2.237","34.593","69.280",1.4665,0.8125,"2015-06-22"
"BW",13,2015-06-17,"PW","in","BW-P-13",33.825,27.962,17.172,6.763,"P78702-9",241,9366,110,7.6,1.017,NA,1083,3.73,"treatment",NA,"0.554","1.402","17.157","43.420",1.2875,1.8774,"2015-06-22"
"BW",14,2015-06-17,"PW","in","BW-P-14",33.95,27.947,17.015,6.723,"P78702-10",287,9106,106,7.59,2.268,NA,1006,4.92,"treatment",NA,"1.847","2.809","57.202","86.995",4.1301,1.2563,"2015-06-22"
"BW",15,2015-06-17,"PW","in","BW-P-15",32.987,26.48,17.402,6.622,"P78702-11",210,9338,95.4,7.49,1.276,NA,1128,3.98,"treatment",NA,"0.255","0.856","7.897","26.510",1.5221,0.2119,"2015-06-22"
"BW",16,2015-06-17,"PW","in","BW-P-16",33.915,27.725,16.858,6.905,"P78702-12",242,9621,106,7.64,1.66,NA,1128,4.4,"treatment",NA,"0.634","1.630","19.635","50.481",1.4575,0.8389,"2015-06-22"
"BW",1,2015-07-15,"PW","in","BW-P-1",32.67,18.053,10.562,6.518,"P79074-1",456,5777,117,7.66,2.61,NA,540,5.8,"control",NA,"1.39","3.416","43.048","105.794",3.0907,2.008,"2015-07-20"
"BW",3,2015-07-15,"PW","in","BW-P-3",33.785,19.367,11.547,6.44,"P79074-2",457,6254,136,7.66,3.617,NA,569,7.26,"control",NA,"2.823","2.484","87.428","76.929",3.2201,1.8831,"2015-07-20"
"BW",5,2015-07-15,"PW","in","BW-P-5",32.417,18.04,10.56,6.547,"P79074-3",315,5394,153,7.8,2.671,NA,510,6.14,"control",NA,"1.82","3.152","56.365","97.617",3.8566,1.8875,"2015-07-20"
"BW",7,2015-07-15,"PW","in","BW-P-7",32.07,19.623,11.58,6.49,"P79074-4",336,5743,126,7.61,2.722,NA,611,6.12,"control",NA,"1.689","3.337","52.308","103.347",3.3548,2.1976,"2015-07-20"
"BW",8,2015-07-15,"PW","in","BW-P-8",31.823,18.87,11.105,6.627,"P79074-5",588,5909,136,7.74,4.419,NA,499,7.87,"control",NA,"4.955","7.236","153.456","224.099",3.7475,2.907,"2015-07-20"
"BW",9,2015-07-15,"PW","in","BW-P-9",32.867,20.373,12.045,6.745,"P79074-6",335,6191,118,7.59,2.656,NA,676,5.71,"control",NA,"1.812","3.099","56.118","95.976",3.3274,2.5447,"2015-07-20"
"BW",11,2015-07-15,"PW","in","BW-P-11",31.425,28.95,17.723,6.35,"P79074-7",210,9414,92.2,7.39,1.349,NA,1121,3.99,"treatment",NA,"0.8","1.718","24.776","53.206",1.2186,0.6115,"2015-07-20"
"BW",12,2015-07-15,"PW","in","BW-P-12",32.263,32.59,20.193,6.53,"P79074-8",273,11466,84.3,7.47,1.866,NA,1395,4.26,"treatment",NA,"1.328","0.927","41.128","28.709",NA,0.951,"2015-07-20"
"BW",13,2015-07-15,"PW","in","BW-P-13",33.257,29.683,18.187,6.503,"P79074-9",246,10191,89.9,7.65,1.208,NA,1235,3.61,"treatment",NA,"0.747","1.367","23.135","42.336",1.3501,0.8532,"2015-07-20"
"BW",14,2015-07-15,"PW","in","BW-P-14",32.01,32.138,19.89,6.39,"P79074-10",324,11163,82.7,7.51,2.147,NA,1334,4.5,"treatment",NA,"1.979","0.742","61.290","22.980",2.1992,1.6888,"2015-07-20"
"BW",15,2015-07-15,"PW","in","BW-P-15",31.797,28.767,17.598,6.505,"P79074-11",189,9704,89.9,7.46,1,NA,1210,3.62,"treatment",NA,"0.194","0.865","6.008","26.789",2.254,0.5171,"2015-07-20"
"BW",16,2015-07-15,"PW","in","BW-P-16",33.398,28.25,17.218,6.463,"P79074-12",295,9619,103,7.67,1.963,NA,1135,4.61,"treatment",NA,"1.011","2.088","31.311","64.665",1.8362,1.5667,"2015-07-20"
"BW",1,2015-08-19,"PW","in","BW-P-1",33.248,21.428,12.72,6.505,"P79544-1",420,6090,141,7.53,2.762,NA,502,6.14,"control",NA,"2.032","3.774","62.931","116.881",1.7551,0.734,"2015-08-24"
"BW",3,2015-08-19,"PW","in","BW-P-3",31.043,21.59,12.863,6.47,"P79544-2",466,6180,162,7.64,4.272,NA,506,7.78,"control",NA,"3.636","5.058","112.607","156.646",2.0088,1.4281,"2015-08-24"
